id,comment_text,toxicity,label_diasability
461022,"I have two examples of Trillium greed from personal experience:

1. My Son, who suffers from mental illness, relocated to Oregon to be close to me. He was already on full disability at the time, and therefore eligible for OHP. Once he got signed up, trying to find a mental health provider via Trillium was a complete joke. After several attempts, it became clear that something was flawed (now I know) and I gave up. We did get a primary doctor from Lane County Mental Health, but are still without a mental health care provider.
2. My partner's son joined OHP and was told each month to try again at the beginning of the next month to get a care provider. Even though my partner's provider told her they had openings! 

So we had Trillium as ""middle man"" blocking the process. And now we know they were stockpiling piling money for a profitable sale! Thanks very much for digging and reporting on this issue. Nice job.",toxic,psychiatric_or_mental_illness
463240,"Your probably going to have to sue the trust land office to even get heard. Their mission is to make money to benifit those requiring mental health services. They need to make money considering the salaries paid at the land office. Timber at Deer mt will help pay that over head, then maybe some goes to mental health orgs. Those folks are paid well.",non-toxic,psychiatric_or_mental_illness
465216,"I really appreciate this article. I would like to offer another problem with the high costs of medical care that is hardly ever talked about and that is the almost total lack of mental health care for those like me, who are over 65. The only possibility of getting help in Anchorage for mental health is Providence behavioral health services. The last I called them there was a 6 month waiting list. I called 28 various psychologists, therapists and counsellors, none of which would see me because I was Medicare eligible. When I offered to pay cash, I was still refused an appointment. The statistics for elderly depression is high but hardly anyone in Alaska cares. As Alaska's population ages, I am sure the statistics for suicide will also go up.",non-toxic,psychiatric_or_mental_illness
466680,Anchorage has a Wellness Court for offenders that are addicts or suffer from mental health issues.  I hope it's still operating because this type of judicial system is needed.,non-toxic,psychiatric_or_mental_illness
467924,So you're just suffering from mental disability.  You should seek help from the VA.,toxic,psychiatric_or_mental_illness
468703,"Well if you read Roe with understanding you would know better. However, the drafters wrote this constitution long ago and the amendments each have a complex history. Ultimately what courts do is create an understanding of rights from those long ago words. Those who want a different system should find themselves a country that does things like they want. I will fight those who want to undo our system - especially those who are ignorant and mentally ill like too many current and recent candidates.",toxic,psychiatric_or_mental_illness
470493,I'll take someone who's physically ill over one who's mentally ill.,toxic,psychiatric_or_mental_illness
470915,"And did you bother to read the Lane County 2016 Annual Homeless Point in Time Count I gave you the link to? Of the 1451 homeless people counted:

434 people have a mental illness 
232 people have chronic alcohol/substance abuse issues 

For a total of 666 mentally ill or drug use, which equals 46 percent of the total. Even that is misleading for a couple of reasons:

1. There is a lot of overlap. The mentally ill use mood altering drugs to self-medicate. Homeless people use them to dull the pain and stay awake at night.

2. Both mental illness and drug use are often effects rather than causes of living in a hostile environment. Being homeless is a very hostile environment. At the very least it makes mental illness and drug use worse. Experience in other cities using a ""housing first"" approach has shown that people get better when they have shelter, such as a subsidized apartment.

But that doesn't fit into the smug self-justifying story you constantly tell.",toxic,psychiatric_or_mental_illness
471136,"get ready.....here come the Trump claims regarding Ms Clinton being ""too weak, too frail"" to be President.  I can only say I'd rather have a President with a few physical health problems (Ms Clinton) than a president with, IMO,  serious mental health problems (Mr Trump).",toxic,psychiatric_or_mental_illness
471218,Did the alcohol and drugs come before the mental illness?,non-toxic,psychiatric_or_mental_illness
472148,"If this isn't mental illness, I don't what is !",toxic,psychiatric_or_mental_illness
473139,No thanks. I'm not mentally ill.,toxic,psychiatric_or_mental_illness
473381,Impulsive behavior is a form of mental illness that can be cured with professional treatment.,non-toxic,psychiatric_or_mental_illness
475208,"Unfortunately, moving to Fairbanks doesn't provide you any kind of better access to mental health care.

Mental health care in the state of Alaksa in general is dangerously lacking.",non-toxic,psychiatric_or_mental_illness
476438,"When a family member tells a cop that the victim is having mental health issues and the cop's response is to taser that person instead of letting the family members try to calm him down. That is absurd and not ""community policing"". Don't they test these people for common sense? Has humanity gone out of policing?",non-toxic,psychiatric_or_mental_illness
476648,"To get better results, we have to consider some changes.  Most Alaskans have some degree of vitamin D deficiency, and many have a blind, significant degree of deficiency.  It is not good to be deficient in vitamin D, but it is worse to be deficient and not know about it.  Vitamin D deficiency contributes to poor mental health.  Lack of nutrients cause mental and physical illness, yet we are not screened and treated for lack of nutrients before we are prescribed pharmaceutical medications.  Toxins, such as heavy metals mercury, cadmium, lead, and arsenic cause disease, and again we are not screened or treated for toxins before we are prescribed drugs.  Please read Nutrient Power by William Walsh, PhD http://www.walshinstitute.org/the-book.html.  The Mensah Medical Center http://mensahmedical.com has an 85% success rate treating depression, anxiety, ADHD, schizophrenia, alzheimers disease, and bipolar disorder using targeted nutrient therapy, and no pharmaceutical medications.  Thanks",non-toxic,psychiatric_or_mental_illness
478240,"""This individual seems mentally unstable,"" said Capt. Obvious. I hope they confiscated his firearms. America has a serious mental health crisis that takes a back seat in the gun debate.",toxic,psychiatric_or_mental_illness
480697,"The decision as to what to do with these ""free"" souls needs to be addressed by the leaders of our city. Places like the Mission are all to full. Affordable housing means they would have to work and pay for that housing.  Many of these folks are highly ADDICTED to drugs and booze. Any the money they receive, via panhandling,  goes directly to their habits. Being addicted to this extent causes mental disorders to the point of  incompetence. I know the struggle. I worked in the trenches within ""free"" clinics  available to the homelessness (most of  them hardcore addicts) evaluating and treating their health issues and referred them to the proper mental health professionals. The homeless addicts here in Eugene need and deserve proper assessment and long term treatment within a caring and safe environment. To base their demise on lack of affordable housing and leave them roaming the streets and continue as is, is beyond reason and brinks on that of human disregard.",non-toxic,psychiatric_or_mental_illness
483501,"I work with people who WERE on the street or now one step away. People with mental problems that employers will not hire. With disfigurements that make them ""not fit for public consumption"". And I see 70+ older adults who worked their asses off all their lives, but who got a serious illness or had a spouse die of an illness, and now are living on $900 a month for rent, a car, utilities, ($250 a month),  & medical...who live each day watching TV - the only entertainment they can afford. 
No, only a percentage of the homeless/criminals are certifiable. Given my background in psychology and talking and watching them, I'd say the rate is 3x that of the national average of 18%, or roughly half. Another 25% are just milking the system. And the rest have addictions or disabilities/disfigurements. 
Yes, some will scam the system for food & shelter so they can have money for drink  & drugs. And some rich scam the system to get a 3rd home, a yacht, and vacation in Europe. What's worse?",non-toxic,psychiatric_or_mental_illness
485851,"It's just so sad that able bodied men would steal from others rather than get a job, even if it's a laborer job. It's just so unnecessary especially to beat an old man. I think people like these men somehow have grown up to not have any conscience. They sound like they are mentally disturbed, but not mentally ill. 

I'm going to go off on a tangent about something that is related to the condition of this world related to the crime. I prefer to believe that God will rapture out the Christians (or believers of God). Some believe that there will be 7 years of tribulation (really hard times for people not of a Godly faith that are not taken up). Some believe that we are in the middle of tribulation. Jesus will return with the people raptured off this planet to a new Earth & new & good ways of living. This is what I am hoping for myself. I have turned over my life to God. At any rate, I'm going to be a doomsayer & say that I believe that this planet is on a path to self destruction.",non-toxic,psychiatric_or_mental_illness
489756,"From what the neighbors were saying, the man was battling mental illness and his behavior may have been triggered by the loss of his pet.  It is a sad story with a sad outcome for all.  I hope the officers who were injured have a quick recovery.",toxic,psychiatric_or_mental_illness
490145,"The graph would show you what you expect, but the situation is a bit more complex.

Most criminals have serious mental health issues (64 percent of local jail inmates, 56 percent of state prisoners and 45 percent of federal prisoners) and/or substance abuse addiction (65 percent). These folks are far less likely to have steady, well paying jobs - which in turn makes them far more likely to be receiving services like Section 8 housing.

Eliminating Section 8 housing would do nothing to address mental illness and substance abuse (except perhaps increasing the size and number of homeless camps), but it would create a significant hardship to the vast majority of these tenants that are not criminals.

I'm no Pollyanna; I know that despite our best efforts most are going to continue to use and/or not take their meds. But addressing the causes of crime (i.e., only 11 percent received addiction treatment) seems like a better place to focus than where they can afford to live.",non-toxic,psychiatric_or_mental_illness
490262,"Ok, since you are opposed to APDs tactics, can you please share a detailed description of how APD should have responded? To be honest I feel like they did what they needed to do to protect the lives of the officers and they also gave him a substantial amount of time to come out. Two and a half days in fact. However, I also feel like our country is at a point where we can't resolve issues if we are not willing to hear the other side. So feel free to share you idea of a response to mentally ill people who are potentially posing a threat. All I ask is that you, in return, give me an opertunity to respond civilly if there are parts I disagree with. I also ask that if I do have parts I disagree with, you must calmly hear and consider my perspective with an open mind before responding back. Deal?",non-toxic,psychiatric_or_mental_illness
491055,"I have mental health issues and have used great restraint from being a serial killer. I also have a douchebag ex and his heifer wife that despite my rage and their inability to be civil and honest, I continue to use restraint. I have often thought of many ways to remove them from my life, and I have dreamed of the satisfaction I would have at that ""ahhh ha"" moment when my ex realizes that perhaps his being a douchebag wasn't so funny to me. But then, I breathe and realize that the best punishment for him is to be sucessful and happy. After all, I may have mental issues, but I choose to excerise restraint. Maybe for my daughter, maybe for my family, or maybe because I have morals and ethics. 

Maybe, because in the end, I don't want my children to be without their mother because no douchebag is worth my freedom. 

Mental health? History of abuse? Growing up poor? In the end, we decide who we want to be and how we act. We choose our actions. 

We all have mental health days.",toxic,psychiatric_or_mental_illness
495919,"The forced deinstitutionalization of the mentally ill came about far earlier than that, as ""talk therapy"" became more popular with the psychiatric community than medication for what are physiological problems, not mere emotional responses.  The defunding of residential care facilities in favor of out-patient ""community centered"" treatment for people who in reality were/are incompetent and need constant monitoring began under Kennedy.",toxic,psychiatric_or_mental_illness
496419,"The criminalization against, and discrimination of, people who have developed mental illness, traumatic brain injury, PTSD, and other forms of brain illnesses must stop.

Ambulances are required to treat people who suffer acute symptoms from illnesses such as heart attacks, strokes, epileptic seizures, cardiac arrest, diabetic ketoacidosis, etc.

Yet, the police is required when people suffer from acute symptoms of traumatic brain injury, various mental illnesses, PTSD, etc. 

Why the disparity in treatment of people who have illnesses that impacts the brain, rather than other organs?

Why do most people get immediate care and treatment from paramedics to mitigate, lessen and stabilize the acute symptoms...on their way to hospitals for further treatment?

Yet, another group who need immediate care and treatment get swarmed upon by police and swat teams...who only escalate, exacerbate and destabilize the situation more...are taken to prisons/jails to languish...or get shot at and die.",non-toxic,psychiatric_or_mental_illness
496607,"Meanwhile, read this:

The criminalization against, and discrimination of, people who develop mental illness, traumatic brain injury, PTSD, and other brain illnesses must end.

Ambulances are required to treat people who suffer acute symptoms from illnesses such as heart attacks, strokes, epileptic seizures, cardiac arrest, diabetic ketoacidosis, etc.

Yet, the police is required when people suffer from acute symptoms of traumatic brain injury, various mental illnesses, PTSD, etc. 

Why the disparity in treatment of people who have illnesses that impacts the brain, rather than other organs?

Why do most people get immediate care and treatment from paramedics to mitigate, lessen and stabilize their acute symptoms...on their way to hospitals for further treatment?

While, another group who need immediate care and treatment get swarmed on by police/swat teams...who only escalate, exacerbate and destabilize the situation...and are taken to prisons/jails to languish or get shot at and die.",non-toxic,psychiatric_or_mental_illness
496700,"That seems fairly worthwhile, and in keeping with our greater societal need to recognize and deal with mental health issues.",non-toxic,psychiatric_or_mental_illness
503989,"WHERE IN THESE TWO PARAGRAPHS DOES IT SAY HIS EXACT WORDS WERE ""THEY ARE NOT STRONG AND CAN'T HANDLE IT""????  WHAT I GET FROM THIS COMMENT IS A SIMPLE FACT OF TRUTH - SOME VETERANS ARE BETTER ABLE TO DEAL WITH THEIR MENTAL HEALTH ISSUES THAN OTHERS. IT IS THE SAME FOR ALL PEOPLE.                                                                                              Donald Trump told a group of veterans on Monday that some members of the military develop mental health issues because they are not ""strong"" and ""can't handle it.""

""When you talk about the mental health problems, when people come back from war and combat, they see things that maybe a lot of the folks in this room have seen many times over. And you're strong and you can handle it, but a lot of people can't handle it,"" Trump told an audience of military veterans at an event in Northern Virginia on Monday. ""And they see horror stories, they see events that you couldn't see in a movie – nobody would believe it.""",toxic,psychiatric_or_mental_illness
507287,"No joke. The same ones who demand "" their pfd!!"" are the ones who hate oil companies. Truly a case study for mental illness experts.",toxic,psychiatric_or_mental_illness
509695,"We'd have to know more about you, Lars, before we could have that conversation.  For instance, might you be suffering from early-onset dementia?  Are you an alcoholic or drug addict?  Have you been diagnosed with any mental disorders that might predispose you to gun violence, such as schizophrenia or psychosis?  Have you been convicted of any violent misdemeanors such as domestic violence, assault, etc.?  Are you under the age of 16?  

See, these are all legitimate topics to have a respectful conversation over.  But your defensive and demeaning attitude makes that dialogue impossible.  Do you understand?",toxic,psychiatric_or_mental_illness
536451,Honesty WM I think that person has mental health issues. They tried to jack Bycatch's handle too.,non-toxic,psychiatric_or_mental_illness
537306,"I once told you about the little that got sick and died after being exposed to cat feces in her sand box a year later. Her brain turned to mush and had a really foul odor when they opened her head up. It was so sad.  

I don't read a lot. I read very slowly and I get frustrated. I had to take remedial reading even in college. I'm trying to read two books, one is called Nowhere to Go about the mental institutions closing their doors back in the 70s and 80s and another book about homelessness and the mentally ill. I finally have my brother living up here with me.  He's 69 and has been homeless in Florida off and on for a few years. It's his own fault just as it has been my own fault when I neared homelessness myself a few years ago.",non-toxic,psychiatric_or_mental_illness
540684,"How about this? Put one of them in a mental hospital and the other in prison. Both are horrible choices and the sad thing is that the people voting for them will not realize it until about halfway through the first term of office for whichever one wins. NEITHER of them has any plan for getting us out of the economic disaster that we're headed into. Trump's protectionism will hasten the inevitable mega depression. Clinton's increased spending will also hasten the inevitable mega depression. What's needed is reasoned leadership by someone who is actually familiar with economics and understands that it is individuals making personal choices that drive the health of any economy rather than government central planning which as time and time again resulted in economic collapse. Study the real history of the Great Depression & find out the truth. ""New Deal or Raw Deal"" is just one of several fact-based studies on the subject.",toxic,psychiatric_or_mental_illness
543499,"""emotional support animals"" are not ""service animals"", and they are not certified.  The owner must have a certification from a ""licensed mental health professional"" that states the person is under treatment for a recognized mental illness.  See 14 CFR 382.117(e).   There is no requirement that the animal have any demonstrated skills, or that it is trained in any way.  ""Service animals"" are required to be trained and certified.  Foreign carriers are not required to carry service animals other than dogs.  These enthusiasts are snowflakes that are saying they cannot take care of themselves unless they have an animal.  Sounds like a 2 year old with a teddy bear, but a lot more obnoxious attitude.  Take copies of the regulation, and pass them around to folks in the vicinity of the cupcake with the animal. 

http://www.ecfr.gov/cgi-bin/text-idx?SID=d14587345fedc628ccc998a4acd1dff9&mc=true&node=se14.4.382_1117&rgn=div8",non-toxic,psychiatric_or_mental_illness
543741,While I agree mental patients should not be in OCCC lockup...I don't want criminals out early because of overcrowding...if however you must reduce the population just put more on work furlough...a bunch won't come back and don't look for them (just kidding)  We need prisons for criminals...we need help for mental illness...and for drug users.....not pushers....users.,toxic,psychiatric_or_mental_illness
545793,"Mental illness?
I wholeheartedly thank Ronald Reagan and his government for cutting back mental health facilities and money. Look at all the money and lives that have not been saved.

Prevention mental health dollars in this case more than likely have cost less than the number of police and equipment called out for today's event.

Sorry, but we all fell for this one and we need all of our representatives to represent.",non-toxic,psychiatric_or_mental_illness
546087,"What a waste to our environment. 
Domestic and disease spreading murderers of wildlife. 
Children, mammals, destroyed due to Toxoplasmosis Gondii. 
Only spread by outdoor cats. 
Not other animals. 
Got kids? Have a heart to heart with your inconsiderate neighbor. 
Your child does not need mental illness because "" My cat has to be free."" 
Google ""Cat Toxoplasmosis and Mental Illness"".",non-toxic,psychiatric_or_mental_illness
548210,"In that case, you should condemn and vilify the EPD for all of the past times where they have shot the mentally ill.  Especially the shootings of US Army veterans Combat Medic Michael Thomas Mason and Captain Brian Babb, who were both suffering from severe PTSD and were seeing psychiatrists when they were shot.

It is good, however, to see that the EPD is finally backing off, and trying to handle the mentally ill differently now.

This is long overdue.  It is sad that so many lives had to be lost to get to this point.",non-toxic,psychiatric_or_mental_illness
549704,Not to mention being addicted to alcohol and drugs that they find money for but not money to buy their own food or housing. True some have mental problems but a lot have self inflicted problems from alcohol and drugs.,non-toxic,psychiatric_or_mental_illness
552167,".
Excellent article.

The discrimination and prejudice against people who are born with or develop illnesses of the brain needs to stop. 

People who have developed dementia or Alzheimer's Disease are not usually disenfranchised, marginalized, vilified, denigrated, mocked, disparaged and horribly portrayed because of their brain illnesses and mental health challenges. 

Why then is it OK to disenfranchise, marginalize, vilify, denigrate, make fun of, mock, disparage and horribly portray people who have other types of brain illnesses and mental health challenges.",non-toxic,psychiatric_or_mental_illness
552755,"This is as much a story about mental health as it is about a possible suicide.  It is terribly unfortunate that there is still a stigma associated with appropriate treatment for all types of mental illness.  There are many people in our society (no matter the social strata) that attempt to self-treat their illness with either alcohol or illegal drugs.  Education remains the best resource to reach these individuals.  Regardless of all of that, my condolences to Ada and family on the loss of a treasured member of that family,",non-toxic,psychiatric_or_mental_illness
553146,"Should we contact ghouls and goblins too see if their being discriminated against too? It's a fun holiday taken with a grain of salt. I can't recall anyone coming out of a haunted house saying ""i look at mental illness differently now""

Should we contact hollywood? I fear people will be discouraged by blind people because of the recent scary movie ""don't breathe"" *sarcasm*

There's a difference between a portraying yourself as a murderous lunatic on a holiday as opposed to legitimately discrediting a mental health program or person(s) as dangerous without reason nor warrant.",toxic,psychiatric_or_mental_illness
555991,"""The ideal replacement for Jessee, Webb said, will have business and natural resources experience, as well as a history with mental health issues"".  

With all due respect to the Trust's Chairman of the Board, I seriously doubt the ""ideal replacement"" would be anyone who has  ""a history with mental health issues"".",non-toxic,psychiatric_or_mental_illness
556764,"They are looking for someone with a ""history with mental health issues."" Does that mean that I have to be at least partly crazy to qualify?",non-toxic,psychiatric_or_mental_illness
562337,"Even the VA states that PTSD is one of the most over diagnosis and most mistakenly diagnosis mental illness out there. Its a ""cover all"" mental illness and the one many patients would like be diagnosed with. When I read the book called Stolen Valor, most people take advantage of PTSD because there is no define symptoms. And it no longer related to combat veteran. Now it can be applied to police officers, firefighters....to store clerks stressing out or over worked school teachers. Good grief, some people get PTSD from just reading the material here!!!

If Ann Thrope is right and people with PTSD can no more control what occurs than a heart attack victim, what good is a service dog?? Just about everyone's pet has become a service animal nowadays. There should be a national guide lines on people who really do suffered from PTSD and all service animals should be certified officially as one. As many did write, any Tom or Lucy can buy a vest for their pet!!!",non-toxic,psychiatric_or_mental_illness
562850,"Peggy, isn't there a difference between physical disability and mental disability?? By proper definition, PTSD is a mental illness. It is not a physical disability. There is a difference between the two. It is possible for one person to have both but in this case, being mentally ill doesn't grant you special privileges...not yet at least. Otherwise everyone with bipolar, or whatever, will demand special privileges.",non-toxic,psychiatric_or_mental_illness
562864,"Yes indeed.   Gratuitous torture and killing of small animals like this is wanton and very wicked behavior.  Only a degenerate would engage in such sinful behavior.

This man should be ordered to undergo mental health treatment.",non-toxic,psychiatric_or_mental_illness
563462,"Your wrong I have a non veteran family member who was diagnosed with PTSD. If you have never lived with someone with PTSD you really have no idea what they go through and what may ""trigger"" an episodes. The difference between  Anxiety Disorder or Panic Attack and PTSD is that PTSD is trauma based i.e. a triggering event or series of events that have resulted in PTSD. PTSD episodes for lack of a better word can last for short periods of time or even months but is most often a life long struggle. PTSD is a fairly new terminology from the 1980,s. The diagnosis first appeared in the official nomenclature when Diagnostic and Statistical Manual of Mental Disorders (DSM)-I was published in 1952 under the name gross stress reaction. It was omitted, however, in the next edition in 1968, after a long period of relative peace. When DSM-III was developed in the mid-1980s the recent occurrence of the Vietnam War provoked a more thorough examination of the disorder.",non-toxic,psychiatric_or_mental_illness
564322,"but she does have a special hatred for Barry Sommers as evidenced here:

""Barry, you preach hatred toward every single one of the 1.6 billion Muslims on our planet, 99.999% of whom desire to live in peace just as any human of any other religion. The reason is simple - we are all humans who desire peace. The lies you preach are destructive of peace. Your hatred is destructive of peace. You are a small, frightened, ignorant, hateful man. You are the enemy of peace and good will among men. You are a fool, and anyone who listens to you is a fool. You are poisonous. Go away, and never come back, devil spawn.
I think you are a truly mentally deranged person, with enough intelligence to make trouble for a lot of innocent people.""

and this one:

jjp58  Barry Sommer  a year ago
By now Ali is aware that you are the forum religious fruitcake. If you approached and confronted me with your leading questions, I would call a cop. You are completely insane.",toxic,psychiatric_or_mental_illness
567592,"Is that your THREAT to the police as one of the good people who are being tormented with aggressive panhandling and illegal camping by our homeless citizens. What part of the homeless camping on Rayonier property hurts you or these armed vigilantes? Your not supposed to be there either so how would all of you good people know what is going on there? Homeless people need somewhere safe  to sleep and somewhere to keep their possessions safe from the likes of you good people. And do not tell me that everyone can stay at the homeless shelter. I have volunteered hundreds and hundreds of hours at the overnight street shelter and there is a long list  of reasons from time limits to pet ownership to mental illness and lots in between that prevent many homeless from public shelters . If you are not offering help Leave the homeless alone.Don't go into their camps, don't trash their belonging, don't threaten them physically or verbally. How freaking hard is that for you GOOD people to understand.",toxic,psychiatric_or_mental_illness
567737,"You use the ""homeless"" as if it's one identity. It's not. The mentally ill vet, the woman abandoned w/children--- these aren't the Park Block crowd. These are younger criminals that deal dope all day, hustle, commit crimes to get along. Have you ever spent any time around that area, close up? How about the crowd on street corners? Hardly the homeless stereotype you seem to mis-categorize. They are young, many are anarchists w/dogs. Do you really want petty criminals and anarchist youth continuing to dominate our civil community?",toxic,psychiatric_or_mental_illness
570435,"Too simplistic. The cost of marijuana are extensive and impact the vast majority of non-users just like tobacco and alcohol. We the non-users end up covering the health care costs of the damage done by abuse, the costs of addiction, the cost of productivity, the cost of mental health problems, and the cost of kids who drop out of school and don' t reach their potential because they smoked pot. This report is meaningless unless you attach the social and health costs, the regulatory costs, the costs to make massive public health announcements to protect people who should not be using marijuana - which includes men and women who are thinking of starting a family - which is pretty much everyone who smokes pot right now. 
This is all about politics, about money and greed and it is about a few pot smoking big L liberal supporters who want the privilege of a the odd joint and don't care about the impact that normalization has on kids or those that are the ones addicted and use everyday.",non-toxic,psychiatric_or_mental_illness
571178,"John, you're saying that Wyatt's 'something in common' is having mental illness and/ or being white?  ...is Wyatt's particular mental illness derived from calling the Confederate flag a 'flag of treason'?",toxic,psychiatric_or_mental_illness
571787,"Wow you are one angry person, I hope you get the help you need. Seriously find a support group for you mental health needs. God bless and vote for Bernie!!",toxic,psychiatric_or_mental_illness
573673,Another UO PC witch hunt.  Liberalism is a mental disorder.,toxic,psychiatric_or_mental_illness
573830,"Raitt has also had mental health issues. According to right-wingers who love to slam Justin Trudeau because of his mother's bipolar disease, such a thing makes a person unfit for office.",toxic,psychiatric_or_mental_illness
577561,Don't forget mental illness probably had a lot to do with this.,toxic,psychiatric_or_mental_illness
579482,"Trump is going to make a great president. I want you ""contras"" to know we're writing down your names and at a certain signal you'll all be rounded up and sent to FEMA re-education resorts. We can't have people with obvious mental issues running around the country.",toxic,psychiatric_or_mental_illness
580811,"You have left out, from your conclusions, that Hasan - the murderer from Ft. Hood - was previously diagnosed with a mental disorder.  That is the issue behind most of these mass-murder occurrences, and, sadly, most often brought to light way after the shootings.  It has nothing to do with ""the present administration"" or the lack of vetting immigrants.  That is a purposely made-up lie for the purpose of inflaming specific parts of the citizenry who are steeped in racist thinking and ideology.  It seems, utiltas, that you yourself follow a very racist set of beliefs, and twist facts to bolster those attitudes, but the hundreds of investigations into the matter speak with one voice: you are wrong.  And BTW - we have two immigrant families living with our community (one is from Syria).  You may want to get to know some yourself, so you can learn just how wrong your ideology is.  Try it.",toxic,psychiatric_or_mental_illness
581509,"Are you just waking up or what????    Are you not aware of what's going on around you????   Your statement of, ""So this is the norm now"", leads me to believe you are not aware of what's going on .  You should have been locking your doors, windows etc., 10-15 years ago as MURDERS have increased in Eugene to the level of 1-2 per week.  I have lived  in Eugene for 42 years now.  I have seen the horrific changes.  Eugene is not the Tip Toe through the tulips small city any longer.   There are numerous media outlets that promote Eugene as one of the best places in the US to live.  Really, of course, they do not address the crime or many of the other serious problems this city has.  No matter how you perceive Eugene, you have to flush your safe city ""Fantasies""  down the toilet.  the crime stats tell the story.   Eugene has a extremely serious crime, drug, mental illness problem along with many other problems to numerous to list.  A lot of people in Eugene do not feel safe any longer,",toxic,psychiatric_or_mental_illness
583627,"Some people are just perverted. There are some real freaky men and women out there and mental illness has nothing do with it. Perverts don't need a get out of jail free card. They need solitary confinement. I'm glad they caught him, too often unidentified freaks act really sneaky at these governmental workplaces and Federally-funded programs thinking they can get away with anything. I protect myself by any means necessary.
I never been to Wasilla, rumors suggest its drug-invested because its rural. I recommend obtaining a home security system with actual surveillance and motion detector alarms that will notify emergency services. I also recommend joining or contacting a local neighborhood crime watch for additional resources about personal security devices: panic alarm, door stop, door jammer, mace spray, stun gun, baseball bat, cell phone with SOS, etc...",toxic,psychiatric_or_mental_illness
591892,"If Mr. Nashookput had an existing mental health disability, which is sounds like he did, he can't be held responsible for what happened in that ALH.  The owners of the ALH likely didn't hire appropriate trained staff on how to de-escalate complex behavior.  In the original story, Mr. Nashookput indicated that the caregiver was harassing him and wouldn't leave him alone.  It's sad that the caregiver lost her life.  Someone that's unstable shouldn't have their buttons pushed.  That's playing with dynamite.  One never knows how the mentally ill will react.  The fact that Mr. Nashookput called 911 and said he killed his caregiver indicates that he knew he did something wrong.  I don't condone what Mr. Nashookput did.  I hope that he receives an impartial defense and outcome.",toxic,psychiatric_or_mental_illness
593882,This kid needs a serious mental health evaluation sooner rather than later.,non-toxic,psychiatric_or_mental_illness
596646,"Welcome to the club, you are not asking anything that scores of others have asked before you. When dealing with individuals with mental disabilities who display multiple personality disorders it's always hard to understand which planet they are on at any given moment.",toxic,psychiatric_or_mental_illness
597071,you are quite possibly the stupidest person this website has ever seen. do we have any mental health professionals who can analyze her comments? quite the case study.,toxic,psychiatric_or_mental_illness
599244,"If you want the best ""bang for your buck"" turn it into a treatment facility for drug addicts or a mental health care facility; both are lacking here and much of the time the police waste is spent dealing with problems that there ""used to be"" other solutions for.",non-toxic,psychiatric_or_mental_illness
600778,"Just now when I Googled ""transgender transabled"" the first few entries that turned up were (unsurprisingly) from right-wing web sites: Breitbart, Americafreedomblog, the Federalist, etc. Funny that. Sounds to me like an ideology in search of an analogy. While, unlike you, I would never be so bold as to question a person's understanding of his or her own identity, upon further reading I found that the incidence of trans-abled people is actually quite small, unlike the 2-5% of the population who identify as transgender, and that transability was recently added to the emerging measures and models appendix section of the Diagnostic and Statistical Manual of Mental Disorders. It seems that this disorder (and it is classified as a disorder) is starting to be thought of as a neurological problem with the body’s mapping, rather than a mental illness. Suffice it to say that in both the case of transgendered people and transabled people, unlike you, I believe they are to be taken at their word.",non-toxic,psychiatric_or_mental_illness
605024,"You haven't compared like with like. The cases you referred to are recognised illnesses, like psychosomatism or hypochrondria.

Gender dysphoria is a syndrome of symptoms (like anxiety and depression) associated with the perception of a mismatch between a person's biological sex and their culturally determined gender identity; in other words, with a gender mismatch. The latter is NOT an illness.

The perception of such a mismatch may be more an ontological issue, regardless of whether this conflicts with Catholic moral teaching based on Natural Law theory.

People sometimes confuse gender dysphoria with the perception of gender mismatch and, wrongly, classify the entire phenomenon as illness or disorder.",non-toxic,psychiatric_or_mental_illness
611539,"According to the statistics at the hot link above, The count was 1,451.

""Chronic Homeless"" was 574 or 40% of the total, not the 20% you said here three hours ago.

""Mental Illness""  was 434 or 30% of the total.

""Chronic Alcohol/drug abuse issues""  was 232 or 16% of the total.

Your assertions do not match your source.",non-toxic,psychiatric_or_mental_illness
611562,"According to the statistics at the hot link above, The count was 1,451.
""Chronic Homeless"" was 574 or 40% of the total, not the 20% you said here three hours ago.
""Mental Illness"" was 434 or 30% of the total.
""Chronic Alcohol/drug abuse issues"" was 232 or 16% of the total.
Your assertions do not match your source.",non-toxic,psychiatric_or_mental_illness
613046,"Janette-  that's the price you pay when you make yourself a public spokesman.  It is not up to the observer (Jacobson) to to determine the mental issues of a demonstrator.  So the guy is mildly retarded, yet his actions may most likely be traced directly to the tRump rants.  That is the price we all pay for allowing hate and vitriol to rule the air.",toxic,psychiatric_or_mental_illness
613325,"As a Christian, think we both agree radical religious terrorists are a blight at best and our world would be a much better place if they didn't exist.  Sadly for any people of faith (Christian, Muslim, Jewish, etc), our hearts are heavy when people justify horrific actions in the name of their faith, twisting the beliefs as they act counter to what mainstream believers hold as most important.  There will always be those who are on the fringe or have crossed over into mental illness.",toxic,psychiatric_or_mental_illness
622248,This story is the very DEFINITION OF MENTAL ILLNESS........................,non-toxic,psychiatric_or_mental_illness
