id,comment_text,toxicity,label_sexual_orientation
723521,"Right: If the bishops really believe that homosexuals are not suited to priesthood, then they must begin an immediate and transparent purge. 
But of course they don't believe it, not for a nanosecond; and most of them -- especially the most militant among them -- would not survive the purge.
This is hypocrisy of the highest order.",toxic,homosexual_gay_or_lesbian
724077,"Just to state the obvious: Even though the author takes the Pope's retelling of the joke about the 'woman-like' young priest with the saturno as indicative of ""a disturbing resentment of women and gay men who seek to serve the church,"" neither group was the obvious primary intended target.  Instead, the butt of the joke were really young trad priests.  I generally agree that repeating the joke was ill conceived.  Immediately upon hearing it, I remembered an article I read here, in which Fr. James Martin told a gay audience that a way to seek better relations and bridge-building with the Church would be to refrain from making jokes about the vestment preferences of traditonalist priests.  I guess Pope Francis didn't read the article.",toxic,homosexual_gay_or_lesbian
724660,"Does a ""gay priest"" teach what the Catechism teaches about the sixth and ninth commandments and does a ""gay priest"" try to live those teachings also? 

If so, I don't know what is ""gay"" about that priest.",non-toxic,homosexual_gay_or_lesbian
725054,"The need of the few to pretend in public that they are not gay, forcing everyone else to follow their lead?",non-toxic,homosexual_gay_or_lesbian
726209,"What point do you see in it?
You've argued that the Instruction doesn't ask anything different of homosexual priests and seminarians from what it asks of heterosexuals.  So what was the point of the extended observations about homosexual candidates -- other than as an exercise in cynicism, hypocrisy and dishonesty?",toxic,homosexual_gay_or_lesbian
726410,"This is why the instruction was issued:

""In light of this abundant teaching, the present Instruction does not intend to dwell on all questions in the area of affectivity and sexuality that require an attentive discernment during the entire period of formation. Rather, it contains norms concerning a specific question, made more urgent by the current situation, and that is:  whether to admit to the seminary and to holy orders candidates who have deep-seated homosexual tendencies."" 

It's point has to do with the possibility of a man who engages in homosexual acts, has deep-seated homosexual tendencies, or supports the gay lifestyle, to achieve ""affective maturity,"" something necessary for proper exercise of the ministerial priesthood.",toxic,homosexual_gay_or_lesbian
726464,"And so it was a gratuitous, meaningless, hypocritical, cynical, dishonest attempt to differentiate homosexual candidates from heterosexual candidates.
Or, as in your original post, it doesn't ask anything different of homosexual candidates from what it asks of heterosexual candidates.
You don't seem to have a fix on which of those interpretations of the document is correct. That's because the document itself is an exercise in gibberish.

In a different thread, only tangentially related to this issue, I posted some thoughts about this document. I'm going to repost them here as responses to this post.",toxic,heterosexual
726502,"2/2
The special problem for homosexual candidates is that it asks them to lie about who they are; worse, if they accept, or even pretend to accept, the 'intrinsic disorder' nonsense, they will be drawn inexorably into a profoundly unhealthy and dangerous form of self-loathing.
I think it’s time to cut through the hypocrisy that drives this nonsense. Our bishops ought to tell us, plainly, whether they accept this directive; and if so how they are implementing it, both for seminarians and for clergy. What are they doing to purge the seminaries and the clergy of homosexuals? Alternatively, they should say plainly that the document is cynical, hypocritical and dishonest and they are ignoring it, or perhaps admit that they have paid lip service to it. If homosexuals are excluded from priesthood, two-thirds of the bishops (probably all of the culture warriors) would be gone; and probably nearly the same proportion of priests -- most of them good, holy, effective priests.",toxic,homosexual_gay_or_lesbian
726506,"And when you go to confession, do you claim that you keep the commandment - thou shalt not steal - when you clearly steal the reputations of gay people and dismiss them as morally useless. Can't you kill someone stone dead by what you say about them? 

We can all play the Ten Commandments card.",toxic,homosexual_gay_or_lesbian
726826,"I did not say that anyone was forced to be celibate.  What I said is that it is very wrong for an institution to require that someone deny their sexual orientation.
Both gays and heterosexuals can choose to be celibate.   The harm occurs when the Church states that gays are to pretend that they are heterosexual.",toxic,heterosexual
726905,"Nuns, both straight and gay, can always count on at least equal mistreatment!",toxic,homosexual_gay_or_lesbian
727014,"Every organization makes rules.  The Church is no different except that it is not just an organization; it is a body created by Jesus. The Church is not requiring that someone ""deny his sexual orientation"" or pretend he is someone he really isn't. The Church is saying that someone who has homosexual desires or acts out his homosexual desires may NOT be a priest. There is nothing wrong with making rules like that. Just because someone wants to be a priest doesn't mean he is qualified for it. If he doesn't meet the requirements, he should not be admitted to the seminary. If this rule had been followed 40 or 50 years ago, we would not have had the problem of sexual abuse that we have had. The sexual abuse scandal was caused primarily by homosexual priests.",toxic,homosexual_gay_or_lesbian
727209,"My last sentence---""The sexual abuse scandal was caused by homosexual priests""----is ABSOLUTELY TRUE!!!!!!!!!!   Go look at the facts. There is no denying it, though you and others like you try to. You say, ""The fact is that many in the hierarchy are gay. If the Church actually got rid of all of its gay clergy, we would be left with very few."" The reason for the large number of homosexuals (not ""gay"", homosexuals) in the hierarchy is because the seminaries in the 60's and 70's were allowing in as candidates men who were not qualified to be priests. Who are you to determine who is qualified to be a good priest?????? The rule against allowing homosexuals and those with homosexual tendencies is a GOOD rule, a USEFUL rule, a HEALTHY rule. If it had been followed, the Church would not be having the problems it is having today.",toxic,homosexual_gay_or_lesbian
727348,"I don't consider the Washington Post to be a reliable source for any information. No need to read anything in that rag. What I wrote is not a diatribe. Nothing at all bitter about my answer. Haven't attacked anyone. Just rebutted your responses. And I am not homophobic. I am definitely not ""afraid"" of homosexuals. Just very sad for them for being so terribly misled.",toxic,homosexual_gay_or_lesbian
727425,"""an era in Hollywood when men were men and women were women and nobody apologized about it.""

Not exactly.  It was also a period when gay men and women felt they had to hide their sexuality or destroy their careers - Rock Hudson for one..",non-toxic,homosexual_gay_or_lesbian
727439,probably 90% of the higher clergy I would be willing to bet!  maybe higher.  I have gay friends in Italy and the stories I could tell....,toxic,homosexual_gay_or_lesbian
727450,"Yeah, the very one's that like to practice sodomy in the privacy of their bedroom but deny it to gay couples.  Tee hee.",toxic,homosexual_gay_or_lesbian
727520,"Then you reject the Catechism of the Catholic Church and the entire tradition of Catholic moral theology. 

""Do you not know that the unrighteous will not inherit the kingdom of God? Do not be deceived; neither the immoral, nor idolaters, nor adulterers, nor homosexuals, nor thieves, nor the greedy, nor drunkards, nor revilers, nor robbers will inherit the kingdom of God. And such were some of you. But you were washed, you were sanctified, you were justified in the name of the Lord Jesus Christ and in the Spirit of our God."" (1 Cor 6-11).",non-toxic,homosexual_gay_or_lesbian
727833,"What you say may be true as far as it goes, however, it does not cover those men who are already priests.  I have always heard that once a priest, always a priest.  Many men choose the priesthood because they are gay.  They believe God will make them like others.  In my practice I have seen many gay men and women.  If the pope thinks he can scope out a priest because he interacts with a child, he needs to give his holy head a shake.  I have not seen many a man or woman who can see a child and not smile or talk to them.  It is a rather an inane statement.  I can truly say that men or women who are trying to live straight are in torment every day.   And who says a gay man or woman can not get a calling from God?  For that matter, since God holds men and women to be on the same standing, women can get the calling to the priesthood.  God has called many women to preach.  It's in the bible.  I guess a certain cardinal who wears red flowing robes and lace is gay.  Who knew?",toxic,homosexual_gay_or_lesbian
727856,"If the church wants and needs many new priests, it is going about getting them in the wrong way.  By their exclusions, there are not many men left who they deem worthy.  And if they get rid of the gay priests they have serving now, the situation becomes even worse.  There are many gay priests in our diocese.    Some are celibate and some are not.  All except one that I know off are great priests.  I guess celebrate old men are fixated on sex.   The church makes most of it's prohibitions of a sexual nature.   They tell you what you can do, how you can do it, when you can do it  and with whom you can do it.   However, it seems to me, that doesn't include priests who prey on children and the bishops who allowed them to do it and the cardinals and maybe even the popes who covered it up.    Except for the priests in question, those criminals are still there and our pope should root them out instead of rabbiting on and on about gay priests.",toxic,homosexual_gay_or_lesbian
728090,"While I find his letter disturbing, I wonder if this is clear enough for the Trads. I have no doubt they will his judgemental statement ""refreshing"".

PF's letter does not surprise as much as disappoint me. Without question, he is judging those who would offer their lives in service to God's people. This is not as Christ taught us in the gospels. Excluding those who want to come closer to the Lord is so tragic, not to mention those who are gay and already clerics. To be the cause of this unnecessary hurt is a burden that PF will need to bear.

So unnecessary and hurtful.",toxic,homosexual_gay_or_lesbian
729592,"Now, now, Don, it's all true. And I hope you are not a priest or you are in serious trouble. Our Lady of...... (choose any one)  said that it's 70x7 the punishment for priests for category B sins, and the tariff goes off the scale if it's a cat. A. Double it if you are gay. HOWEVER, go to 9 Friday Masses (make sure they are consecutive) and offer them up for the Popes intentions, throw incense over your left shoulder, and some of the category B sins will be overlooked - but only if you are NOT gay. 

Yip, Don, its all true.",toxic,homosexual_gay_or_lesbian
729659,Perhaps Justin can butter up Trump by inviting him to one of his gay pride parades?  No pun there.,non-toxic,homosexual_gay_or_lesbian
730679,"All the women who voted for Trump are derided as being only men . All the blacks who voted for Trump are summarily dismissed as white. All the gays who voted for Trump are condescended to as being ignorant uneducated  straight males.  That is the homophobia, racism and misogyny you should be talking about.  The left is the bastion of hatred and intolerance.",toxic,homosexual_gay_or_lesbian
731396,"Isn't your denial also filled with ""loads of agenda?"" 
No.  I only ask for proof - not allegation.

Funny.  The Polish Msgr Charamsa, an avowed homosexual, stated that there is NO gay lobby in Rome.  Shouldn't he know?

Personally, I don't have a problem with homosexual priests.  If they are able to keep their vows, maintain chastity and continence, and minister to the people.  Just like I don't have a problem with heterosexual priests.",toxic,heterosexual
733256,"Slippery slope arguments are for the most part nonsense, used when there is no rational argument against a position except to say if you do this imagine what could happen next. It was once unthinkable that there couldn't be slavery; make a slave free and the next thing is that he will want the right to vote. Allow divorce and society will collapse. Permit birth control and the purpose of marriage will collapse.Permit gay marriage and the next you know bestiality will be legal.
In many instance making the unthinkable normal is called civilized progress.",toxic,homosexual_gay_or_lesbian
734220,"""Deep-seated homosexual tendencies"" is not a medical term rather its use lies somewhere between a slur and a pejorative.  If the issue is for a 'chaste' priesthood; just say so and knock off the bias.",toxic,homosexual_gay_or_lesbian
736484,"Aaaaannnd ISIS claims responsibility.  Pretty sure Allan Ross is the only one who didn't see that coming.

Also 'can't separate the fanatics from the regular people??'  Are you serious?  What's regular to you about a religion that encourages in it's texts (quaran, hadith) and religious law (sharia):

- the murder of homosexuals
- the subjugation of women
- cutting off limbs
- beheadings
- child marriage",toxic,homosexual_gay_or_lesbian
738926,"Hilary won the popular vote did she?  The number they are throwing out now is 3 million is it?

Unfortunately in this country and our system of government it is the STATES who elect the president, not the popular vote.  The popular vote, therefore, is not relevant.  The electoral college is a balance to the popular vote.  It ensures states with huge populations like California or New York do not have influence over the election at the expense of the other states.

Our country is not a democracy, it is a Republic.  Besides--liberals are hypocrites.  They love democracy until it gives them things they don't like.  For example--liberals loved democracy until the people voted against gay marriage.  All of a sudden, now we need 9 unelected and unaccountable monarchs to impose it from on high.

Don't talk to me about the popular vote.  If the situation were reversed I don't think I would hear liberals whining and moaning about the popular vote and the electoral college.",toxic,homosexual_gay_or_lesbian
740602,"Is she gay? Divorced? Remarried? It doesn't say.

Call that journalism!!",toxic,homosexual_gay_or_lesbian
742854,"Ironically, the German's guilt relates to the extermination of jews and homosexuals yet they are trying to  assuage their guilt by letting in the very people who hate jews and homosexuals.",toxic,homosexual_gay_or_lesbian
743999,"Why is the left so enamored of Islam and islamo-fascism?.  After all, Islam unambiguously rejects most of what liberals like Timothy Ash CLAIM to defend: (freedom of religion, womens rights, gay rights, etc)
History can be most illuminating.  It is an undeniable historical fact that progressives lionized and looked  kindly on fascist movements in Germany and Italy in  the 1930's and in fact had no problem when Joseph Stalin made his famous alliance with Hitler in 1939 (Molotov-Ribbentropp pact). Why were progressives attracted to fascism? Because they both had the same enemy - capitalism and Western democracy.

Today we see the same: progressives defending ""one of the most retrograde forces in history"" - to quote Churchill - because they see immigration of muslims into the heart of Europe as a useful stalking horse in their interminable battle with capitalism. 

That's why we have twits like Timothy Ash asking: Can the center hold?",non-toxic,homosexual_gay_or_lesbian
744310,"LOL! Here, have a look at Glee's version, with two gay males...they've got the right idea. Very sexy.

https://www.youtube.com/watch?v=8Ja9JLuGryU",non-toxic,homosexual_gay_or_lesbian
745795,"ummmm no

To find the hate for homosexuals, minorities ( infidels), women you need to visit a mosque.

Merry Christmas",toxic,homosexual_gay_or_lesbian
745889,"IF your gay brother was dying of AIDS, would you deny him the resources to save his life? If your sister attempted suicide, would your prefer that the paramedics let her bleed out? And if your overweight father- bless his soul- had a stroke or cardiac arrest, is it better that society just let him pass... given that he didn't look after himself and all?

This crisis raises no unique issues as far as society is concerned. First we try our best to save anyone in a life-threatening situation. If the same kind of life-threatening situation continues, we develop a longer-range strategy. The greatest danger to us all comes from those who would, in a panic, unwisely call for Draconian measures that would damage everyone. 

As with health crises in the past, we will successfully deal with this one. In the meantime, please don't write off your brother, sister, father or anyone else who suffers from the human condition.",toxic,homosexual_gay_or_lesbian
746115,"Well, we have two gay men, one of whom is a college professor and the other is an attorney, accosting  an Orthodox Jewish family (including a five year old and a two year old) with hate speech on a public airplane without provocation by any of the four victims.  

Sounds like the anti-Trump demographic I've seen fairly frequently.  Educated elite, LGBT.

The anti-Semitism is just the icing. 

Are you sure this professor and his lawyer husband isn't a 'true face' of anti-Trump advocates?",toxic,homosexual_gay_or_lesbian
746787,"Tolerance as long as you are not a woman, or gay, or non-Muslim (I am sure they are welcoming to non-Muslims in Canada, but Christians are persecuted in Muslim countries).",toxic,homosexual_gay_or_lesbian
748236,"I got the Wong joke from the Readers Digest over 20 years ago.  

Then ultra-left weasels and wackos were insufficiently mobilized to be able to play the race and discrimination and other overblown (oh no, is over blown an anti-gay joke?) accusations against any and all conservatives.  This, finally, has led to an opposite and equal reaction called the election of Donald Trump.  Good.

As to people from all backgrounds feeling welcome in the CPC,  Michael Chong is running for the leadership, the Conservatives won the highest vote % of new immigrants in the 2011 election and in 2015 had a slightly higher % of support from new Canadians than from so called old stock Canadians, the Bill of Rights to prohibit racial and other discrimination and the changes to the Immigration Act to make it colour blind and  many other non-discriminatory measures were Conservative initiatives.

Most new immigrants here for an opportunity not a hand out find CPC economic and social values closest to theirs.",non-toxic,homosexual_gay_or_lesbian
748430,"Current Conservative ideology seems to be mostly composed of ideas that deny reality. The problem isn't that Conservatism's opinions and policies are disagreeable--it's that those opinions are far out of touch with known facts. Evolution, global warming, economic theory--tax cuts for the wealthy are proven to not fix much of anything.  Gay marriage, how exactly can it hurt straight marriage again?

O'Leary will be perfect in the Land of Myths, peopled by the myth-makers and true believers.",toxic,homosexual_gay_or_lesbian
749733,"Yeah and the show is terrible. Awful acting that just chews the scenery every time. Even Jason Mamoa is terrible. The writing is the root cause for all this crap. So cliche brings nothing new to the table.Oh yes, the accents... The god  awful Scottish, English and Irish accents are so poorly done that they come off as just plain racist. I can tell you that this show won't last long.. They definitely need to fire the person in charge of wardrobe, god they are obsessed with dressing everyone up as homosexuals. every outdoor scene is riddled with Spruce trees too. You can tell it's filmed in Noofie land if you have ever been there.",toxic,homosexual_gay_or_lesbian
750068,"Actually, since there are teams that are 100% straight, it is equality to have a team that is 100% LGBT.  And it's not misguided, it is necessary if gay players face a litany of abuse.",toxic,homosexual_gay_or_lesbian
750241,Which hockey team is not openly gay?,toxic,homosexual_gay_or_lesbian
750370,"Creating a team that is expressly for homosexuals, is to condone a team that expressly excludes homosexuals. If one party cannot discriminate on the basis of sexual orientation, no one can. If one party can discriminate on the basis of sexual orientation, everyone can.

Imagine if there was a team comprised entirely of heterosexual men, who openly declared their heterosexuality, declared they would play against homosexuals, but would not permit them to be part of the team. People would lose their bloody minds. The outcry about a minority group being denied access would be deafening.

That's your litmus test, folks. If it's not ok for one group to do it, it's not ok for the other group to do it.

And this is a hockey team. They're playing hockey. People get put on their butts, put into the boards. Once in a while a fight actually breaks out. They're willing to endure the physical nature of the game, but... don't hurt anyone's feelings. Really?",toxic,homosexual_gay_or_lesbian
750892,"Yippee! And the point of this is what exactly? To trivialize homosexuality even further? I'm thinking opening the first all-gay lawn care service. That will make me ""courageous""!",toxic,homosexual_gay_or_lesbian
751530,"HOw much did Frank Giustra give the globe to get this crap written. Obama, the gay coke addict did more harm than anyone before him.",toxic,homosexual_gay_or_lesbian
751646,"Did you even read the article?  

When you are not permitted to play hockey or mow lawns simply because you are gay, then there is a point to all this. 

It SHOULD be unnecessary, and perhaps one day it will be, but so long as one is pushed off the team just for being gay, yes, there's a purpose.",toxic,homosexual_gay_or_lesbian
753678,"I have REGULARLY caught you lying. Starting with your wholly mendacious claim that when Cardinal Burke told parents to reject their gay children, he was not beige a homophobe. That was just the first lie in have seen from you.

You will now repeat that lie, won't you. Of course, by doing so, you merely demonstrate that I am correct about you.",toxic,homosexual_gay_or_lesbian
754801,Nothing like being gay and hanging in Gaza City town square.,toxic,homosexual_gay_or_lesbian
756416,"""But then we would also be publicly beheading drug addicts, along with adulterers, homosexuals and ""sorcerers.""""

Well, Richard, that's a leap.  Is that true of Singapore? Would that be true of BC? Talk about hoisting...talk about ""your own petard.""",toxic,homosexual_gay_or_lesbian
757085,"No, you should move to North Korea, or Russia, whichever. After all, you voted for and support a leader that resembles those who dictate over North Korea and Russia. Unless you're gay--then you'd better stay out. Sadistic homophobes are welcome there and in Isis.  So you'd feel right at home with any of those entities.",toxic,homosexual_gay_or_lesbian
757267,How is what Ray Burke said about gay people not homophobic?,toxic,homosexual_gay_or_lesbian
757716,"A values charter will have nothing about when to shower or bathroom habits.  It was clearly state that in Canada we allow gay marriage, don't allow honor killings, don't allow female genital circumcision, etc.   Most Canadians will have no problem with this.",non-toxic,homosexual_gay_or_lesbian
760013,"As a gay person, I applaud Mr. DeBernardo for raising exactly the right questions about the language the Vatican uses in ""The gift of priestly vocation"" regarding gay seminarians. If anyone harbors any doubts about the manner in which this document disparages gay people, I would suggest simply replacing the word ""homosexual"" with the word ""heterosexual"" and ask yourself how the language comes off sounding.

The fact that the document begins by saying ""The Church, while profoundly respecting the persons in question [persons with homosexual tendencies]"" and then proceeds with what can only be described as profoundly disrespectful language towards gay people only adds insult to injury. Mr. DeBernardo's final paragraph hits the nail on the head and underscores the distinct lack of pastoral concern for gay people the world over. This is not the way the Church of Jesus Christ is supposed to behave toward ""the least of these."" Pope Francis, of all people, should know better.",non-toxic,homosexual_gay_or_lesbian
760799,"Grandma Walton was a lesbian, believe it or not. Ma and Pa were drunks. Poor kids.",toxic,homosexual_gay_or_lesbian
761009,That was ...... gay lol what are you woot wooting about???? Find some candy in your pocket?,toxic,homosexual_gay_or_lesbian
761188,"Clearly, as a gay person I am only too aware of the church's teaching on homosexuality in general and do not require your instruction on such matters. Your mention of tradition was in reference to the Vatican's recent affirmation of the 2005 document which, as I said, was the first to my knowledge which specifically targeted celibate gay men.",toxic,homosexual_gay_or_lesbian
762631,"BRO said: 
""My reaction to this article is that it is an essay in search of meaning. All ""analysis"" aside, the fact is that the hierarchal Church bans homosexuals from the priesthood. Period. Just as it bans the ordination of women. Period."" 

While agreeing with the gist of the rest of your comment, I am taken aback by by your opening lines. Surely, you don't really mean that the Church's ban on homosexuals is as firm as its ban on women as priests? 

At the level of practice, surely the exact opposite is true. There are no women currently active as priests or being accepted into seminaries, but the number of gay priests is estimated as high as 50%  of the present clergy, and probably is continuing to increase. Even if the reality is lower (say around 35%?) still the proportion of gay priests is way higher that the proportion of gay men in the population. 

Since you know this, I presume you mean something different? May I ask for an elaboration?",toxic,homosexual_gay_or_lesbian
762676,"Chris, I disagree; this will change nothing. The Catholic clergy are already roughly 50% homosexual, and the proportion is probably increasing. Just as 98% of Catholic couples use contraceptives despite the unambiguous ban of Humanae Vitae, so to this ambiguous repetition of a former ambiguous statement will change nothing in the practice of accepting gays into the priesthood. 

But of course you are right, if gays were actually banned, our seminaries would be very much ""emptier"" than they are now.",toxic,homosexual_gay_or_lesbian
762835,"Regarding your numbers, Dennis:  based on the priests that I have known in my lifetime, I would say that the vast majority of those who were unmarried were gay -- 80% (and I am being generous on the side of not overstating), at the very least.  (And for those who are inclined to quarrel with me about married priests, please remember that in my Church (rite), that's permitted.)  I think that is what makes this entire issue so ridiculous to me -- most of those who are insisting that gay men may not become priests are themselves gay.",toxic,homosexual_gay_or_lesbian
763584,Junior at a gay pride parade pretty much sums up what Canada has become............,toxic,homosexual_gay_or_lesbian
763798,"Unfortunately for your argument Ordinatio Sacerdotalis does not consist of “Jesus did not chose any women to be apostles. Therefore, woman cannot be ordained as priests.”

The ordination of women  was considered,  a number of heterodox sects ordained them based on deficient theologies of the Eucharist, and with no exceptions the Church treated these “orders” as null and void from the age of the Apostles to today. The ordinary magisterium, then, infallibly concluded that Jesus’ decision was part of the constitution of the sacrament.

Similarly while fornication was not mentioned in the Gospels, it was forbidden in the Old Testament, and was consistently treated as sinful by the Church with zero exceptions from the age of the Apostles to today.

As was homosexual behavior. The Church rests its teaching on both Scriptures and Tradition - capital “T”.  Therefore using the Gospels alone as negative proof texts is an exercise in complete illogic.",toxic,homosexual_gay_or_lesbian
764174,"Yes, they did ban gay priests.

Then more recently they banned gay seminarians.

And gay marriage remains as banned as ever.",toxic,homosexual_gay_or_lesbian
764216,"As usual, thank you to Frances DeBernardo for saying what needs to be said here.

The painful part of this is that once again the institutional church reveals such as limited knowledge of what it is to be a sexual being.  It is as if they equate being homosexual with being in a constant state of sexual excitement, which is pretty ludicrous.  No one would equate being heterosexual with being in a constant state of sexual excitement.  

As a person of 60, I can recall what it meant to be a young adolescent and sexual, a young adult and sexual and a married woman and sexual and now STILL 60 years old and sexual.  

It took some growing and maturing to figure out where the sexual part of me should be and how I would express it BUT as a nurse, I wasn't sexual with patients.  I learned to interact with patients that had different events related to sexuality and I learned from them.  My learning is ongoing.  

Why would we deny that men and women in discernment must deal with their sexuality?",toxic,heterosexual
764778,"In no way do I wish to diminish the issues swirling around the stated issue I. This article, bit I think there's something else of note here as well.

By wording things the way it des, the Vatican seems to be trying to create wiggle room for itself.  But as we've seen over and over, there are times when black and white might be a better approach.   How few of us can u derstand why the bishops have so badly handled the abuse mess?  Or this issue of gay priests? Or women?

I would hope that this ""cleverness"" on the part of the insiders could come to an end.  They seem to still want everything both ways...  If the laity is to believe things are black and white, why not the bishops?   I think this dualit mindset is not good for the church these days.",non-toxic,homosexual_gay_or_lesbian
764892,"Superficially, makes  perfect sense.  But in the context of a priest's necessary role as a kind of marriage counselor, in an organization that only honors heterosexual unions?   Not so much, imho.  Being gay (in the way specified by the church) does matter, because a gay priest has to pretend to be something he's not.   That's practicing falsehood, and it has to matter in more ways than one.

There is also the gay priest's relationship with other priests.    

I have a friend who is a college sociology professor and an off-the- charts liberal on everything.  He is all for gay rights, but noted, from his experience, that the dynamics of group relationships changed when he was the only straight guy (in a group experience where everyone else was a gay male).    In other words, he had observed the same thing that countless straight young men had observed in seminary -- when a significant # of gay men are present, the culture of the seminar is altered.",toxic,heterosexual
765019,"LIEING GIMP!GO BACK TO YE HOMOSEXUAL FKFEST,RUSSIA AIN'T NYT PFF,YE DIG!
FK YE UNCLE SAM SKELETOR DK,YE NOTHING ABSOLUTELY BEEN DUSTED TO ASHES HOMEY 8-O",toxic,homosexual_gay_or_lesbian
765038,"GO BACK TO YE HOMOSEXUAL FKFEST,CIVIL ENOUGH FEKN LIBTARD FACIST PIECE O SHT!
YOU CANADSIANS ARE KNOW TO BE TURNING INTO LIEING PFFS SOO FULLOVIT,YE STINK 8-O",toxic,homosexual_gay_or_lesbian
765107,"Ah Lesia, when one considers Churches with a married clergy, of course the proportion goes up among celibate clergy, But lets not forget that the proportion of married to celibate priests varies greatly over time and geography in our Church. 

I was only recently converted to about 50% as a reasonable guess for the Roman Church. I certainly think it is increasing over time. 

But I think ""those who are insisting that gay men may not become priests"" is a null set! Although the words could be given that sense, one would be very hard pressed to find a single bishop who is going to systematically deny ordination to gay men.",non-toxic,homosexual_gay_or_lesbian
765388,"I am curious, how exactly is a single, celibate, male of any persuasion able to relate as a kind of marriage counselor than anyone else who has to examine the institution of marriage from the outside?  

As for ""practicing falsehood,"" the gay priest has to pretend to be something he's not because the organization insists he do so. Of course, that opens up a whole other can of personal and institutional worms (...Cardinal O'Brien, anyone?)",toxic,homosexual_gay_or_lesbian
765431,"Michael, if Francis attempts to ordain women or officially admit gay men to the priesthood he'll be sharing an apartment with Benedict the following week - if he's lucky! - and the chair of Peter will receive some quick extension work in order to accommodate Burke's considerable @ss. Francis is NOT going to change these things - we are!

The best Francis can do is change the system of governance in order to facilitate a college of Cardinals which is collegial, a Synod of Bishops which is synodal and help the process of ordinary people giving shape and form to the thing which shaped and formed them, The Church.",toxic,homosexual_gay_or_lesbian
765543,"Very few Canadians give a care about the natives or most other self identified minorities. We are all too busy living our culture of consumerism including the warriors and black lives matter leaders. Just check the travel log for most of those involved in the redress movement. I just had to go to Spain in January to get back to my roots. If I can self identify my gender and sexual preference then why should any other man made label be denied me. Maybe a man like me could be a gay transvestite lesbian Mohawk warrior who likes having sex with deer. The supreme court would guarantee my right not to be discriminated against for my choice of deer lovers, I only like horny deer. We have allowed the concept of rights to be watered down and we have allowed self identified victims to promote racism with phrases such as, white settler society. Maybe we need to do genetic testing and anyone with less than a certain amount of a distinct racial mix should be tattooed with the word mongrel.",toxic,homosexual_gay_or_lesbian
765599,"Based on the priests that I have known in my lifetime, I would say that the vast majority of those who were unmarried were NOT gay -- 80% (and I am being generous on the side of not overstating), at the very least.",toxic,homosexual_gay_or_lesbian
765897,"Puff piece.  I don't believe the U.S. bishops conference has embraced Pope Francis message of a merciful, collaborative, synodal church.  They still think ""religious freedom"" means the right to control the personal lives of those who work for them, including how they act in their roles as citizens of a democracy. 

A couple of scary lines:  Catholic agencies are to ""strengthen their core services on the path to deepening the understanding of what it means to be Catholic.""  And later:  ""...strengthen Catholic identity among the laypeople.""  Bishops have a very narrow view of what Catholic identity means - subservience, obedience to rules and the ""tradition"" which no longer works in the modern world.  This is pulling into a ghetto mentality, refusing to work with other organizations on a common issue if that other organization also supports something they consider non-Catholic, like gay marriage or condoms to prevent the spread of AIDS.  

Trying to recreate power structures a la 1500?",non-toxic,homosexual_gay_or_lesbian
766635,"""The very context of the prohibition - it is couched between the prohibitions of child sacrifice and bestiality - makes clear the extent of the OT’s condemnation.""

That's because the temple prostitution and cultic sex lived right next door to the big fire pit built in Molech's honor where they threw the kids in and watched them burn up. You realize that the temple prostitution included opposite-sex activities as well? Instead of seeing loving same-sex acts as equivalent to these travesties, why not see them as part of the larger picture of Canaanite savagery, as unrelated faithful same-sex partnerships as heterosexual temple prostitution is to heterosexual marriage? What has one really got to do with the other?",toxic,heterosexual
767505,"A married man would have a better understanding of marriage than an unmarried man, gay or straight.",toxic,homosexual_gay_or_lesbian
767515,"dear professor x

Either there is Universal suffrage and - all - people have equal rights or they do
-------

tell us which Arab country has this UNIVERSAL SUFFRAGE you talk about

Arabs in Israel have more rights than Arabs in Arab countries

GAY RIGHTS
women's rights
the right to  be an atheist

I rest my case",toxic,homosexual_gay_or_lesbian
767900,"As I side note, and I also think 80% is far too high, all of the authoritative studies put the highest limits at 50% and most at around 30 - 35%.  I tend to think the 50% is closer to the truth for those priests and seminarians (and religious) prior to about 2000, and since then the great majority are heterosexual but a good subset of those are very troubled and conflicted in a number of other areas.  There is a shift underway for several years that, I fear, will bring us a whole new set of crises of a different kind.",non-toxic,heterosexual
768035,"Two of my three sons are ""nones"". My middle son has left the Church because his first marriage broke down. He refuses to get an annulment because he truly believes that if he were to say that there was a flaw at the beginning of his marriage, he would be lying. He is remarried, and since the institutional Church calls him a raging adulterer, he says that if they won't accept him, he won't accept them.

My youngest son left in solidarity with his uncle, my younger brother. My brother is gay, and feels that he has been rejected by the institutional Church. I cannot say that he is wrong to feel that way. My son says that since the Catholic Church is rejecting gays, it is being hypocritical in calling itself Christian.

I do not blame either one of my sons for doing what they did.",toxic,homosexual_gay_or_lesbian
768332,"$39 billion?

Palestine missed an opportunity to be the second richest country in the Middle East after Israel

if it had co-operated with Israel economically for the last 60 years
instead of waging wars of annihilation in 1948, 1967 and 1973

Palestine must be kicking itself now for bad decisions

Gay leftists in Canada support Israel where there are Pride Parades",toxic,homosexual_gay_or_lesbian
768380,"tell us which Arab country has Human rights

Arabs in Israel have more rights than Arabs in Arab countries

GAY RIGHTS ( remember that you gay leftists in Canada)
women's rights
the right to be an atheist
I rest my case",toxic,homosexual_gay_or_lesbian
